,Unnamed: 0,Unnamed: 0.1,Center,n,lemma,case,number,gender,Author,Header,Created,Type,Full context,Ord_type
4528,4645,4705,первого,1,первый,Gen,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"В третьем туре жюри попросило нас сыграть миниатюры из первого, так как в зале собралось много народу, чтобы посмотреть именно нас.",
4529,4646,4706,втором,2,второй,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Во втором туре история повторилась, мы играли свои шлягеры и были пропущены в третий тур -- к безумной радости одесских боссов.",
4530,4647,4707,третий,3,третий,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Во втором туре история повторилась, мы играли свои шлягеры и были пропущены в третий тур -- к безумной радости одесских боссов.",
4531,4648,4708,второй,2,второй,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Члены жюри сами аплодировали, и мы спокойно прошли во второй тур.",
4532,4649,4709,первом,1,первый,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"В первом туре мы играли «Авас», «Везучий-невезучий» и монолог «Дедушка».",
4533,4650,4710,четвертом,4,четвертый,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Я тогда учился в ГИТИСе на четвертом курсе, туда пришла «телега» -- и меня исключили.",
4534,4651,4711,первая,1,первый,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"И когда закончилась первая миниатюра, он так шарахнул кулаком по гонгу, что тот сорвался и дал такой звон, после которого Райкин сказал: «Всё! ",
4535,4652,4712,четвертый,4,четвертый,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Отходную», -- зло пошутил четвертый.",
4536,4653,4713,третий,3,третий,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,пошутил третий.,
4537,4654,4714,третьим,3,третий,Ins,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Потом я играл ее тоже (третьим), и мы с Витей продолжали набирать репертуар и импровизировать и по-прежнему играть на стороне, за что нам влетало от художественного руководителя.",
4538,4655,4715,первого,1,первый,Gen,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Год моего первого ухода из театра.,
4539,4656,4716,второй,2,второй,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"У нас был триста двадцать второй номер, и мой сосед стеснялся произнести «сри ту ту».",
4540,4657,4717,пятый,5,пятый,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Шестьдесят пятый год был, пожалуй, одним из самых-самых.",
4541,4658,4718,первая,1,первый,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Первая поездка за границу.,
4542,4659,4719,первое,1,первый,Acc,Sing,Neut,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Фаршированная рыба, синие трех видов, салат «оливье», форшмак, отбивные, селедка-скумбрия, бычки, затем жидкое (у нас дома ели сначала второе, затем первое, и так до сих пор), бульон с «мондалах», фаршированная шейка, мороженое...",
4543,4660,4720,второе,2,второй,Acc,Sing,Neut,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Фаршированная рыба, синие трех видов, салат «оливье», форшмак, отбивные, селедка-скумбрия, бычки, затем жидкое (у нас дома ели сначала второе, затем первое, и так до сих пор), бульон с «мондалах», фаршированная шейка, мороженое...",
4544,4661,4721,первый,1,первый,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Почему-то Аркадий Исаакович пришел один, хотя ел за троих -- я в первый и последний раз видел, чтоб он так много ел.",
4545,4662,4722,первую,1,первый,Acc,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Так я невольно разбил ее первую семью и помог встретить вторую в этом театре.,
4546,4663,4723,вторую,2,второй,Acc,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Так я невольно разбил ее первую семью и помог встретить вторую в этом театре.,
4547,4664,4724,четвертым,4,четвертый,Ins,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Четвертым был я.,
4548,4665,4725,четвертого,4,четвертый,Gen,Sing,Neut,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Мы, четырнадцать актеров, становились в затылок, выходил Райкин -- врач, слушал спину последнего и говорил: «У четвертого сухой плеврит, остальные здоровы».",
4549,4666,4726,первой,1,первый,Gen,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Помню свой первый выход на сцену -- в маленькой миниатюрке во Дворце Первой пятилетки.,
4550,4667,4727,первый,1,первый,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Помню свой первый выход на сцену -- в маленькой миниатюрке во Дворце Первой пятилетки.,
4551,4668,4728,первые,1,первый,Acc,Plur,,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Первые ее слова: «Идиот, зачем ты приехал?» ",
4552,4669,4729,первая,1,первый,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Было пусто, холодно, неуютно, и первая, кого я встретил, была Тамара Кушелевская, с трудом меня узнавшая после того просмотра в Одессе.",
4553,4670,4730,второго,2,второй,Gen,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Двадцать второго ноября часов в двенадцать я сошел на Московском вокзале.,
4554,4671,4731,третьем,3,третий,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"На третьем туре, когда я показывал этюды на заданные комиссией темы, несколько человек выскочили из зала, и среди них аккомпаниаторша.",
4555,4672,4732,третьим,3,третий,Ins,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Обо мне стали говорить и приглашать на другие отделения -- пантомимы, оригинального жанра, брали меня третьим (нет, не в том смысле, а в акробатику -- я был легкий, занимался в Одессе акробатикой), но я упрямо пошел на третий тур на эстрадное отделение.",
4556,4673,4733,третий,3,третий,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Обо мне стали говорить и приглашать на другие отделения -- пантомимы, оригинального жанра, брали меня третьим (нет, не в том смысле, а в акробатику -- я был легкий, занимался в Одессе акробатикой), но я упрямо пошел на третий тур на эстрадное отделение.",
4557,4674,4734,первые,1,первый,Acc,Plur,,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Первые два тура я прошел спокойно.,
4558,4675,4735,первая,1,первый,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Первая и вторая попытки поступить в театральное училище в Одессе.,
4559,4676,4736,вторая,2,второй,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Первая и вторая попытки поступить в театральное училище в Одессе.,
4560,4677,4737,первая,1,первый,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Одна первая и одна последняя».,
4561,4678,4738,первых,1,первый,Gen,Plur,,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"А они (красавцы) играют на ходу в девятку: «Две первых, две последних!» ",
4562,4679,4739,первая,1,первый,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Начинаются первая любовь, ревность, шушуканье, бессонные ночи, подготовка к выпускным экзаменам.",
4563,4680,4740,девятом,9,девятый,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Нас в девятом классе соединяют с девушками! ,
4564,4681,4741,седьмом,7,седьмой,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"А уж когда я залез в седьмом классе на печку и свалился через дымоход к ногам завуча и был исключен за это из школы на две недели, он устроил мне веселую жизнь -- вырвал прутья из кустов сирени напротив дома и... сами понимаете.",
4565,4682,4742,третьему,3,третий,Dat,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,Пришел я примерно к третьему уроку.,
4566,4683,4743,четвертом,4,четвертый,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"И вот я в четвертом или пятом классе нашел дома его судейскую форму: бутсы, трусы, майку, свисток...",
4567,4684,4744,пятом,5,пятый,Loc,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"И вот я в четвертом или пятом классе нашел дома его судейскую форму: бутсы, трусы, майку, свисток...",
4568,4685,4745,вторая,2,второй,Nom,Sing,Fem,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,И Вторая обувная фабрика возвращалась в Одессу! ,
4569,4686,4746,второй,2,второй,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Родился я в Одессе, но с двух до семи лет жил в Омске в эвакуации с мамой, тетей и Второй обувной фабрикой.",
4570,4687,4747,второй,2,второй,Nom,Sing,Masc,Роман Карцев,"«Малой, Сухой и Писатель»",2000-2001,мемуары,"Я жил на улице Ланжероновская напротив знаменитого Театра оперы и балета, и мы с сыном дворничихи через балкон влезали на второй этаж и проникали внутрь.",
4571,4688,4748,третий,3,третий,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Третий гость, неловко свесивший клиновидную, облезлую от детской золотухи головенку через перильца дивана, вятский по происхождению, славен был тем, что ловко косил под национального поэта редкостного, никому не известного народа, с языком, тоже мало кому известным, и до того он довел свое открытие, что его избрали секретарем местной писательской организации, а в монографиях, учебниках и энциклопедиях называли родоначальником национальной литературы.",
4572,4689,4749,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"В середке, опустив помочи, сдержанно похрапывал пузатый мужик, недавно исключенный из партии за многоженство, хотя женился он лишь второй раз, да прежняя жена его такой хай подняла, что мужик едва живой остался, слава Богу, хоть в Союзе писателей удержался.",
4573,4690,4750,первую,1,первый,Acc,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Иван постепенно успокаивался, начал рассказывать про свое житье-бытье, -- про жену и ребятишек; рассказывать про сад, его руками возделанный -- про сад в первую голову, -- было для Ивана истинным творческим наслаждением.",
4574,4691,4751,первой,1,первый,Gen,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Это еще из той, из первой книжки, из «Проталин», которую я люблю перечитывать.",
4575,4692,4752,первую,1,первый,Acc,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"За сердечный уют ваш, за житейскую комфортность кто-то несет тяжкий крест скитальца, ищущего и никак не могущего найти пристань в этом бесприютном мире, в первую голову -- в России: «Русская профессия -- изгнанник -- мною не освоена досель», -- проговаривается Света, глубоко понимая, трагически осознавая, что и ее мятущейся душе не найти ни покоя, ни уюта, и мучения ее, и тоска -- это поэтовый удел, и он всевечен.",
4576,4693,4753,первого,1,первый,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Крепкая на слезу, не умеющая, точнее, не наученная жаловаться, пьяная, она растягивала крашеные губы, по щекам ее текли ресницы, пышно взбитая прическа с так к ее голове идущей полосой искусственной седины опадала, растрепывалась, она припадала к плечу первого близко оказавшегося мужика, чаще всего какого-нибудь ветреного поэта, мочила его плечо слезами и жаловалась, жаловалась на что-то.",
4577,4694,4754,первый,1,первый,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Придет время, и она назовет свой первый сборник стихов «Проталины», и будет в нем первым стоять стихотворение о родной стороне: ",
4578,4695,4755,первым,1,первый,Ins,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Придет время, и она назовет свой первый сборник стихов «Проталины», и будет в нем первым стоять стихотворение о родной стороне: ",
4579,4696,4756,восьмого,8,восьмой,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,Его арестовали накануне тридцать восьмого года.,
4580,4697,4757,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Ну а со второй, твоей любимой песней, как это часто в поэзии бывает, случай помог.",
4581,4698,4758,четвертого,4,четвертый,Gen,Sing,Neut,Виктор Астафьев,Затеси,1999,мемуары,"Вдруг из-за таежного поворота компания вываливается: трое мужиков четвертого волокут, один прямиком на радиатор нашего «Москвича» падает, будто амбразуру грудью закрывает.",
4582,4699,4759,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Поезд наутре прибывает, идет второй час ночи, успеем еще...",
4583,4700,4760,первая,1,первый,Nom,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Прибежал шофер, знавший, видимо, что Сергей чувствует себя сегодня плохо, подхватил его, будто на поле боя, повел вниз по лестнице к машине вместо того, чтобы вызвать дежурящую в Совете Министров медицинскую бригаду, -- это была первая роковая напасть того недоброго дня.",
4584,4701,4761,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Сергей, командир танка, горел уже второй раз за войну.",
4585,4702,4762,первое,1,первый,Acc,Sing,Neut,Виктор Астафьев,Затеси,1999,мемуары,"Переехав с рабочего, сурового Урала в Вологду, первое время вся моя семья, и я тоже, шарахались от людей, ни с того ни с сего с тобой заговаривавших на улице, в магазине, в автобусе иль на вокзале, но скоро привыкли к этому, в общем-то, ненавязчивому обиходу или характеру вологжан.",
4586,4703,4763,второго,2,второй,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"И далее о вере, о Иисусе Христе, Богочеловеке, распятом за нас, наставления «от богочеловека второго пришествия Порфирия Корнеевича Иванова», в общем-то почти совпадающие с древними канонами, но только уж так напористо, так безграмотно поучают, словно опытные вохровцы из гулаговских лагерей.",
4587,4704,4764,первое,1,первый,Acc,Sing,Neut,Виктор Астафьев,Затеси,1999,мемуары,"А вот и она, ползучая пошлость, -- письмо от новоявленного пророка под названием «Первое послание к ивановцам Москвы от Георгия Биоспольского»: «Братья и сестры московские! ",
4588,4705,4765,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"В холле гостиницы, обняв большую мягкую игрушку, второй вечер безутешно плачет дитя.",
4589,4706,4766,первых,1,первый,Gen,Plur,,Виктор Астафьев,Затеси,1999,мемуары,"Бездельники обожали своего партийного царя, тянулись к нему со всех сторон, в первых рядах краснорожие высокопоставленные отставники, хорошо отточенным нюхом чующие и падаль, и сладкий корм.",
4590,4707,4767,первым,1,первый,Ins,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Однако теперь я знаю, наглядно знаю, что, если начнется светопреставление, свет, прежде чем кончиться всему живому на земле, умрет первым.",
4591,4708,4768,восьмую,8,восьмой,Acc,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,Очередной зек шепотом называет статью пятьдесят восьмую.,
4592,4709,4769,одиннадцатый,11,одиннадцатый,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"На одиннадцатый день мы, побывав в Шанхае и Нанкине, вернулись в Пекин, в ту же гостиницу, где останавливались до отъезда, и почувствовали себя как дома в недорогом, тихом и уютном отеле.",
4593,4710,4770,первый,1,первый,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Резонно предположив, что, наверное, первый и пока единственный делегат конгресса в аэропорту, я на всякий случай не заходил в означенный в приглашении зал, но на всякий же случай ошивался возле него.",
4594,4711,4771,втором,2,второй,Loc,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Нечаянной рыбацкой судьбой занесенный в Подсаянье, на лесной пасеке, широко и роскошно расположенной на берегу горной реки, встретил я старого уже, степенного мужика, и он узнал меня, напомнил редкостное свое прозвище, рассказал, что шибко доходил от худой еды и чуть не сдох в том же запасном полку, в котором бедовал в сорок втором году и я, о чем он, активный таежный читатель, узнал из моих книг.",
4595,4712,4772,шестидесятые,60,шестидесятый,Nom,Plur,Masc,Виктор Астафьев,Затеси,1999,мемуары,В шестидесятые годы поселился я в уральской деревне Быковке.,
4596,4713,4773,одиннадцатый,11,одиннадцатый,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"На почте почти никого нет, оно и понятно -- одиннадцатый час, все добрые люди уже по домам разошлись, за праздничными столами рассаживаются.",
4597,4714,4774,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Не отставили рюмки, когда налили по второй и по третьей, начали быстро хмелеть бывшие вояки, громко говорить -- стары все же сделались.",
4598,4715,4775,третьей,3,третий,Gen,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Не отставили рюмки, когда налили по второй и по третьей, начали быстро хмелеть бывшие вояки, громко говорить -- стары все же сделались.",
4599,4716,4776,второму,2,второй,Dat,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Глянул вослед низко вдаль удаляющемуся, стремящемуся забраться в небо второму штурмовику и добавил: -- И дайте закурить, у кого есть...",
4600,4717,4777,первым,1,первый,Ins,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,Равиль ушел в безвозвратный поход первым.,
4601,4718,4778,первое,1,первый,Acc,Sing,Neut,Виктор Астафьев,Затеси,1999,мемуары,"Первое время наши ловкие воины, глядишь, и курицу в потемках либо петуха поймают, голову свернут, чтоб не орали, фронты не распугивали.",
4602,4719,4779,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,Вслед за Первым Украинским фронтом остановили боевые действия Второй и Третий фронты и все остальные.,
4603,4720,4780,третий,3,третий,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,Вслед за Первым Украинским фронтом остановили боевые действия Второй и Третий фронты и все остальные.,
4604,4721,4781,первым,1,первый,Ins,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,Вслед за Первым Украинским фронтом остановили боевые действия Второй и Третий фронты и все остальные.,
4605,4722,4782,третьего,3,третий,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"По национальности он был татарин, звали его Равиль, по-русски он говорил почти чисто оттого, узнали мы потом, что учился в техническом вузе, но с третьего курса был взят в армию.",
4606,4723,4783,четвертом,4,четвертый,Loc,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,Он прибыл в нашу часть в сорок четвертом году -- с пополнением.,
4607,4724,4784,первое,1,первый,Acc,Sing,Neut,Виктор Астафьев,Затеси,1999,мемуары,"И первое, что мне пришло в голову, когда в санбате я обрел сознание: значит, не зря я копал ус к безвестному раненому мужичонке -- отмолил он меня у Бога.",
4608,4725,4785,второй,2,второй,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Спустя месяц или полтора меня, потерявшего сознание на плацдарме, где и при сознании умирал каждый второй раненый, кто-то, скорей всего друзья, забросил в баркас в кучу раненых.",
4609,4726,4786,второго,2,второй,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Чины со второго фронта, тучею вослед первому эшелону двигающиеся, напомнят комбату старую русскую пословицу: «Кто в бой посылает, тот и отвечает».",
4610,4727,4787,первому,1,первый,Dat,Sing,Neut,Виктор Астафьев,Затеси,1999,мемуары,"Чины со второго фронта, тучею вослед первому эшелону двигающиеся, напомнят комбату старую русскую пословицу: «Кто в бой посылает, тот и отвечает».",
4611,4728,4788,третьего,3,третий,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Не вспомню уж точно, где это было, но близко к осени сорок третьего года.",
4612,4729,4789,восемнадцатую,18,восемнадцатый,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"В Житомире были брошены огромные армейские и фронтовые склады противника, тоже недавно драпавшего вперед на Запад, и Роммель умыл кровью несколько перепившихся наших армий, в том числе и Восемнадцатую «брежневскую», лишь недавно перекинутую на Украину с полусонной Малой Земли.",
4613,4730,4790,первый,1,первый,Nom,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"После того, как поздней осенью зарвавшийся Первый Украинский фронт получил чувствительный удар под Житомиром и, топча друг дружку, боевые части его откатились километров до ста, наша артиллерийская дивизия, успевшая получить звание Киевско-Житомирской, отдыхивалась под Киевом в местечке Святошино.",
4614,4731,4791,двадцатом,20,двадцатый,Loc,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Нахрапистый прогресс в двадцатом веке заставлял людей шевелить мозгами, понуждал творить не только оружие, но и совершенствовал образование, шлифовал и углублял сознание человека.",
4615,4732,4792,двадцатом,20,двадцатый,Loc,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Худо-бедно люди в двадцатом столетии двигались не только в коммунистическую даль, порой еле-еле, порой уж к краю пропасти приближались и вновь в ужасе отшатывались от нее.",
4616,4733,4793,вторую,2,второй,Acc,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Тех, кто имел третью группу инвалидности, и меня тоже, перевели на вторую.",
4617,4734,4794,третью,3,третий,Acc,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Тех, кто имел третью группу инвалидности, и меня тоже, перевели на вторую.",
4618,4735,4795,третьей,3,третий,Gen,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Скоро и оформили бодрую, стандартную пенсию по третьей группе -- 85 рэ.",
4619,4736,4796,семидесятые,70,семидесятый,,Plur,,Виктор Астафьев,Затеси,1999,мемуары,"Пришло время -- это уже в семидесятые годы, -- начали восстанавливать инвалидность, справки из госпиталей требуют.",
4620,4737,4797,первую,1,первый,Acc,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Где-то я слышал, что одна семья синицы-московки съедает за сезон сорок пять килограммов лесной твари, основную часть которой составляет клещ, но синицы, те любят боровые светлые леса без хлама, чтобы все в них было «на месте», в первую голову -- муравейники.",
4621,4738,4798,двадцатого,20,двадцатый,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Здесь им можно вести себя свободно, как древним людям, здесь они, рабы двадцатого века и чудовищного прогресса, видят вольное вешнее цветение и в летнюю медовую пору тучи пчел, ос, шмелей, бабочек, охваченных своим тихим, добрым трудом, осенями в вызревающем, золотом опаленном бурьяне собирают гербарии, изготавливают музыкальные дудочки, делают брызгалки из борщовника; которые приболеют, и спят здесь.",
4622,4739,4799,первого,1,первый,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Конечно же немцы укрепрайон так просто не сдали, конечно же подуперлись, втянув в затяжные бои южное крыло Первого Украинского фронта.",
4623,4740,4800,четвертом,4,четвертый,Loc,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"К нашему сюда приходу в одна тысяча сорок четвертом году все в укрепрайоне обросло бурьяном, одичали сады и развелось неимоверное количество кроликов да одичавших кошек, которые охотились в зарослях, дрались и ночами жутко орали, сверкая лешачьими глазами по заброшенным дворам и чердакам.",
4624,4741,4801,первая,1,первый,Nom,Sing,Fem,Виктор Астафьев,Затеси,1999,мемуары,"Вниз слетела, воды из речки клювом побросала в себя и на себя, вроде бы и порхнула возле берега на мелководье, потом долго любовалась отражением своим в той водице: снова она в порядке, нарядна, пригожа, снова первая красавица в здешнем лесу.",
4625,4742,4802,шестидесятых,60,шестидесятый,Gen,Plur,,Виктор Астафьев,Затеси,1999,мемуары,Жил я в шестидесятых годах в отрезанной от мира по причине разлившегося Камского водохранилища деревушке.,
4626,4743,4803,четвертые,4,четвертый,Nom,Plur,,Виктор Астафьев,Затеси,1999,мемуары,"Такой вот порядок: сельским хозяйством заправляли одни дяди, химией заведовали другие, урожаи и убытки от них подсчитывали третьи, хлеб из-за океана плавили четвертые, всеми вместе руководила и направляла народ на верный путь самая мудрая партия всех времен и народов.",
4627,4744,4804,третьи,3,третий,Nom,Plur,,Виктор Астафьев,Затеси,1999,мемуары,"Такой вот порядок: сельским хозяйством заправляли одни дяди, химией заведовали другие, урожаи и убытки от них подсчитывали третьи, хлеб из-за океана плавили четвертые, всеми вместе руководила и направляла народ на верный путь самая мудрая партия всех времен и народов.",
4628,4745,4805,двадцатого,20,двадцатый,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Эта береза распочинает осень на левом, скалистом берегу Енисея: числа двадцатого -- двадцать пятого августа приоткрывается на ней полоска едва видной прожелтины, и быстро-быстро, за несколько дней, от низу до верху вся береза сделается будто свечка восковая.",
4629,4746,4806,пятого,5,пятый,Gen,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"Эта береза распочинает осень на левом, скалистом берегу Енисея: числа двадцатого -- двадцать пятого августа приоткрывается на ней полоска едва видной прожелтины, и быстро-быстро, за несколько дней, от низу до верху вся береза сделается будто свечка восковая.",
4630,4747,4807,первое,1,первый,Acc,Sing,Neut,Виктор Астафьев,Затеси,1999,мемуары,"Первое время густо ее цвело по огороду, даже из гряд кое-где выпрастываются бархатные листья -- и сразу цвесть, стебли множить.",
4631,4748,4808,второму,2,второй,Dat,Sing,Masc,Виктор Астафьев,Затеси,1999,мемуары,"А коли осень теплая выпадает, рябинка пробует цвести по второму разу.",
4632,4749,4809,второму,2,второй,Dat,Sing,Masc,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,"Этому второму, юношескому периоду лицейской жизни Пушкина мы посвятили отдельную повесть.",
4633,4750,4810,второго,2,второй,Gen,Sing,Masc,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,Второго Василия Федорыча нам не найти! ,
4634,4751,4811,первому,1,первый,Dat,Sing,Neut,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,"И, захватив похищенные ведомости, он сдал шалуна на руки первому попавшемуся им в коридоре дядьке для заключения в карцер.",
4635,4752,4812,первого,1,первый,Gen,Sing,Masc,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,"Да, я с первого дня полюбил его...",
4636,4753,4813,первыми,1,первый,Ins,Plur,,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,"Больше имеет понятливости, нежели памяти, больше вкуса к изящному, нежели прилежания к основательному; почему малое затруднение может остановить его, но не удержать; ибо он, побуждаемый соревнованием и чувством собственной пользы, желает сравняться с первыми воспитанниками.",
4637,4754,4814,первее,1,первей,Nom,Sing,Masc,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,"Надо завязку, надо развязку, а первее того — житейскую опытность да собственную смекалку.",
4638,4755,4815,первой,1,первый,Gen,Sing,Fem,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,"Но вашего цыгана он уже не воскресит из мертвых, тот умер и погребен на веки вечные в начале первой части.",
4639,4756,4816,вторая,2,второй,Nom,Sing,Fem,В. П. Авенариус,Отроческие годы Пушкина,1886,повесть,"Вторая часть вместо того, чтобы увенчать его торжество, самому ему показалась теперь даже слабее первой; а когда он произнес опять заключительную фразу: «Конец второй части», председатель досказал под тон ему: ",
